P20073	ANXA7_HUMAN	ANXA7
O76027	ANXA9_HUMAN	ANXA9
P28039	AOAH_HUMAN	AOAH
P21397	AOFA_HUMAN	MAOA
P27338	AOFB_HUMAN	MAOB
Q06278	AOXA_HUMAN	AOX1
O75843	AP1G2_HUMAN	AP1G2
Q9Y6Q5	AP1M2_HUMAN	AP1M2
Q92481	AP2B_HUMAN	TFAP2B
Q9H0R1	AP5M1_HUMAN	AP5M1
Q9NUS5	AP5S1_HUMAN	AP5S1
Q9UJX3	APC7_HUMAN	ANAPC7
O95996	APCL_HUMAN	APC2
P25054	APC_HUMAN	APC
P27695	APEX1_HUMAN	APEX1
Q0VD83	APOBR_HUMAN	APOBR
P04114	APOB_HUMAN	APOB
Q92482	AQP3_HUMAN	AQP3
O94778	AQP8_HUMAN	AQP8
Q66PJ3	AR6P4_HUMAN	ARL6IP4
Q96P48	ARAP1_HUMAN	ARAP1
A5YM69	ARG35_HUMAN	ARHGEF35
Q0P5N6	ARL16_HUMAN	ARL16
P56559	ARL4C_HUMAN	ARL4C
Q96KC2	ARL5B_HUMAN	ARL5B
Q9H0F7	ARL6_HUMAN	ARL6
Q6T311	ARL9_HUMAN	ARL9
Q8N2F6	ARM10_HUMAN	ARMC10
Q8NEN0	ARMC2_HUMAN	ARMC2
Q96C12	ARMC5_HUMAN	ARMC5
Q9H993	ARMT1_HUMAN	ARMT1
Q7L311	ARMX2_HUMAN	ARMCX2
Q9UH62	ARMX3_HUMAN	ARMCX3
P36575	ARRC_HUMAN	ARR3
Q96B67	ARRD3_HUMAN	ARRDC3
P10523	ARRS_HUMAN	SAG
P51689	ARSD_HUMAN	ARSD
P54793	ARSF_HUMAN	ARSF
Q6UWY0	ARSK_HUMAN	ARSK
Q9Y575	ASB3_HUMAN	ASB3
Q99929	ASCL2_HUMAN	ASCL2
Q6XD76	ASCL4_HUMAN	ASCL4
Q9NR48	ASH1L_HUMAN	ASH1L
Q9BVC5	ASHWN_HUMAN	C2orf49
O43681	ASNA_HUMAN	ASNA1
Q8IZT6	ASPM_HUMAN	ASPM
Q96KQ4	ASPP1_HUMAN	PPP1R13B
Q8IXJ9	ASXL1_HUMAN	ASXL1
Q9C0F0	ASXL3_HUMAN	ASXL3
Q5T9A4	ATD3B_HUMAN	ATAD3B
O95260	ATE1_HUMAN	ATE1
Q9H0Y0	ATG10_HUMAN	ATG10
O94817	ATG12_HUMAN	ATG12
Q96BY7	ATG2B_HUMAN	ATG2B
Q6UY14	ATL4_HUMAN	ADAMTSL4
Q8WXF7	ATLA1_HUMAN	ATL1
Q6DD88	ATLA3_HUMAN	ATL3
Q13315	ATM_HUMAN	ATM
Q92858	ATOH1_HUMAN	ATOH1
P56381	ATP5E_HUMAN	ATP5F1E
Q04656	ATP7A_HUMAN	ATP7A
Q92747	ARC1A_HUMAN	ARPC1A
Q8N6T3	ARFG1_HUMAN	ARFGAP1
Q8N6H7	ARFG2_HUMAN	ARFGAP2
Q13795	ARFRP_HUMAN	ARFRP1
Q8N1W1	ARG28_HUMAN	ARHGEF28
Q68CP9	ARID2_HUMAN	ARID2
O95154	ARK73_HUMAN	AKR7A3
Q8N8L6	ARL10_HUMAN	ARL10
Q9NXU5	ARL15_HUMAN	ARL15
P36404	ARL2_HUMAN	ARL2
Q86WX3	AROS_HUMAN	RPS19BP1
Q9BPX5	ARP5L_HUMAN	ARPC5L
Q9H9F9	ARP5_HUMAN	ACTR5
P49407	ARRB1_HUMAN	ARRB1
Q5FYB1	ARSI_HUMAN	ARSI
Q5FYB0	ARSJ_HUMAN	ARSJ
Q9H2C2	ARV1_HUMAN	ARV1
Q13510	ASAH1_HUMAN	ASAH1
Q9NR71	ASAH2_HUMAN	ASAH2
O43150	ASAP2_HUMAN	ASAP2
Q8TDY4	ASAP3_HUMAN	ASAP3
Q8WXH4	ASB11_HUMAN	ASB11
Q8WXK3	ASB13_HUMAN	ASB13
Q8WXK1	ASB15_HUMAN	ASB15
P50553	ASCL1_HUMAN	ASCL1
Q13625	ASPP2_HUMAN	TP53BP2
P26436	ASPX_HUMAN	ACRV1
Q9P241	AT10D_HUMAN	ATP10D
Q4VNC1	AT134_HUMAN	ATP13A4
P14415	AT1B2_HUMAN	ATP1B2
P54709	AT1B3_HUMAN	ATP1B3
P16615	AT2A2_HUMAN	ATP2A2
P23634	AT2B4_HUMAN	ATP2B4
O75185	AT2C2_HUMAN	ATP2C2
P01019	ANGT_HUMAN	AGT
P16157	ANK1_HUMAN	ANK1
Q12955	ANK3_HUMAN	ANK3
Q9NU02	ANKE1_HUMAN	ANKEF1
Q8NFD2	ANKK1_HUMAN	ANKK1
Q86XL3	ANKL2_HUMAN	ANKLE2
Q15327	ANKR1_HUMAN	ANKRD1
Q2VPB7	AP5B1_HUMAN	AP5B1
O95704	APBB3_HUMAN	APBB3
Q96DE5	APC16_HUMAN	ANAPC16
Q8NCL9	APCDL_HUMAN	APCDD1L
Q9ULZ1	APEL_HUMAN	APLN
Q9BZZ5	API5_HUMAN	API5
Q96LR9	APLD1_HUMAN	APOLD1
Q06481	APLP2_HUMAN	APLP2
P08519	APOA_HUMAN	LPA
P02654	APOC1_HUMAN	APOC1
Q5T9G4	ARM12_HUMAN	ARMC12
Q9NVT9	ARMC1_HUMAN	ARMC1
Q5W041	ARMC3_HUMAN	ARMC3
Q9H6L4	ARMC7_HUMAN	ARMC7
Q8IUR7	ARMC8_HUMAN	ARMC8
Q7L4S7	ARMX6_HUMAN	ARMCX6
Q9NZ32	ARP10_HUMAN	ACTR10
Q9UBL0	ARP21_HUMAN	ARPP21
Q9C0K3	ARP3C_HUMAN	ACTR3C
Q9GZN1	ARP6_HUMAN	ACTR6
O15511	ARPC5_HUMAN	ARPC5
Q495Z4	ASAS1_HUMAN	ASB16-AS1
Q8WXK4	ASB12_HUMAN	ASB12
Q8WXJ9	ASB17_HUMAN	ASB17
Q8WWX0	ASB5_HUMAN	ASB5
Q9H1I8	ASCC2_HUMAN	ASCC2
Q7L266	ASGL1_HUMAN	ASRGL1
P07306	ASGR1_HUMAN	ASGR1
P42127	ASIP_HUMAN	ASIP
Q92484	ASM3A_HUMAN	SMPDL3A
P00966	ASSY_HUMAN	ASS1
Q8N4T4	ARG39_HUMAN	ARHGEF39
Q9Y4X5	ARI1_HUMAN	ARIH1
Q969Q4	ARL11_HUMAN	ARL11
Q8N4G2	ARL14_HUMAN	ARL14
P36405	ARL3_HUMAN	ARL3
P49703	ARL4D_HUMAN	ARL4D
A6NH57	ARL5C_HUMAN	ARL5C
P61160	ARP2_HUMAN	ACTR2
Q9P1U1	ARP3B_HUMAN	ACTR3B
P59998	ARPC4_HUMAN	ARPC4
P32121	ARRB2_HUMAN	ARRB2
Q5T4W7	ARTN_HUMAN	ARTN
O00192	ARVC_HUMAN	ARVCF
Q9HBK9	AS3MT_HUMAN	AS3MT
Q8WXI3	ASB10_HUMAN	ASB10
A6NK59	ASB14_HUMAN	ASB14
Q9NWX5	ASB6_HUMAN	ASB6
Q9H765	ASB8_HUMAN	ASB8
Q8N3C0	ASCC3_HUMAN	ASCC3
Q8WWH4	ASZ1_HUMAN	ASZ1
P54707	AT12A_HUMAN	ATP12A
P13637	AT1A3_HUMAN	ATP1A3
Q8IUZ5	AT2L2_HUMAN	PHYKPL
P05496	AT5G1_HUMAN	ATP5G1
Q9NTI2	AT8A2_HUMAN	ATP8A2
O43520	AT8B1_HUMAN	ATP8B1
P0DMR3	AT8OS_HUMAN	ATXN8OS
Q6PL18	ATAD2_HUMAN	ATAD2
Q5TC04	ATAS1_HUMAN	ATP1A1-AS1
Q86WG3	ATCAY_HUMAN	ATCAY
Q9NVI7	ATD3A_HUMAN	ATAD3A
P18846	ATF1_HUMAN	ATF1
Q674R7	ATG9B_HUMAN	ATG9B
Q6ZMM2	ATL5_HUMAN	ADAMTSL5
P54259	ATN1_HUMAN	ATN1
P56211	ARP19_HUMAN	ARPP19
O15145	ARPC3_HUMAN	ARPC3
Q7Z6K5	ARPIN_HUMAN	ARPIN
Q96NS5	ASB16_HUMAN	ASB16
Q6ZVZ8	ASB18_HUMAN	ASB18
Q9Y576	ASB1_HUMAN	ASB1
Q9Y574	ASB4_HUMAN	ASB4
Q96DX5	ASB9_HUMAN	ASB9
Q8N9N2	ASCC1_HUMAN	ASCC1
P07307	ASGR2_HUMAN	ASGR2
Q9UBL3	ASH2L_HUMAN	ASH2L
Q9H7F0	AT133_HUMAN	ATP13A3
Q4VNC0	AT135_HUMAN	ATP13A5
P05023	AT1A1_HUMAN	ATP1A1
Q9UN42	AT1B4_HUMAN	ATP1B4
P48201	AT5G3_HUMAN	ATP5G3
Q96QE3	ATAD5_HUMAN	ATAD5
Q5SQI0	ATAT_HUMAN	ATAT1
P15336	ATF2_HUMAN	ATF2
P18847	ATF3_HUMAN	ATF3
Q99941	ATF6B_HUMAN	ATF6B
Q2TAZ0	ATG2A_HUMAN	ATG2A
Q9NT62	ATG3_HUMAN	ATG3
Q8N6G6	ATL1_HUMAN	ADAMTSL1
Q86TH1	ATL2_HUMAN	ADAMTSL2
O75947	ATP5H_HUMAN	ATP5H
O75964	ATP5L_HUMAN	ATP5L
P03928	ATP8_HUMAN	MT-ATP8
Q9BWS9	CHID1_HUMAN	CHID1
Q9UNE7	CHIP_HUMAN	STUB1
Q9HD42	CHM1A_HUMAN	CHMP1A
Q9H2X0	CHRD_HUMAN	CHRD
Q8IZ52	CHSS2_HUMAN	CHPF
Q9NS84	CHST7_HUMAN	CHST7
Q9NPF2	CHSTB_HUMAN	CHST11
Q7LFX5	CHSTF_HUMAN	CHST15
Q8WUH1	CHUR_HUMAN	CHURC1
Q6ZRZ4	CI047_HUMAN	C9orf47
Q96MD7	CI085_HUMAN	C9orf85
Q5BN46	CI116_HUMAN	C9orf116
Q8N9P6	CI163_HUMAN	C9orf163
Q96AQ7	CIDEC_HUMAN	CIDEC
O43734	CIKS_HUMAN	TRAF3IP2
Q9BW66	CINP_HUMAN	CINP
Q14011	CIRBP_HUMAN	CIRBP
P0C7P0	CISD3_HUMAN	CISD3
Q96RK1	CITE4_HUMAN	CITED4
Q9ULV3	CIZ1_HUMAN	CIZ1
Q5T681	CJ062_HUMAN	C10orf62
Q8TEF2	CJ105_HUMAN	C10orf105
Q5T292	CJ128_HUMAN	C10orf128
Q8N5U0	CK042_HUMAN	C11orf42
Q96A22	CK052_HUMAN	C11orf52
Q9BRQ4	CK070_HUMAN	C11orf70
Q86VG3	CK074_HUMAN	C11orf74
Q6NUJ2	CK087_HUMAN	C11orf87
Q7Z7L8	CK096_HUMAN	C11orf96
Q7Z7J9	CK2N1_HUMAN	CAMK2N1
Q8TAZ6	CKLF2_HUMAN	CMTM2
Q96FZ5	CKLF7_HUMAN	CMTM7
Q8IZV2	CKLF8_HUMAN	CMTM8
Q96LM1	CL037_HUMAN	LINC00615
Q8IXR9	CL056_HUMAN	C12orf56
Q7Z460	CLAP1_HUMAN	CLASP1
O75122	CLAP2_HUMAN	CLASP2
P28329	CLAT_HUMAN	CHAT
Q9Y240	CLC11_HUMAN	CLEC11A
O75596	CLC3A_HUMAN	CLEC3A
Q9NY25	CLC5A_HUMAN	CLEC5A
P56880	CLD20_HUMAN	CLDN20
Q96B33	CLD23_HUMAN	CLDN23
C9JDP6	CLD25_HUMAN	CLDN25
H7C241	CLD34_HUMAN	CLDN34
O15551	CLD3_HUMAN	CLDN3
P56747	CLD6_HUMAN	CLDN6
P56748	CLD8_HUMAN	CLDN8
Q9UBY8	CLN8_HUMAN	CLN8
P58418	CLRN1_HUMAN	CLRN1
Q15846	CLUL1_HUMAN	CLUL1
Q96NS8	CLUP3_HUMAN	CLUHP3
O75153	CLU_HUMAN	CLUH
P23946	CMA1_HUMAN	CMA1
Q9UJS0	CMC2_HUMAN	SLC25A13
Q8IY22	CMIP_HUMAN	CMIP
Q7Z624	CMKMT_HUMAN	CAMKMT
Q99788	CML1_HUMAN	CMKLR1
Q8IYT2	CMTR2_HUMAN	CMTR2
Q86TY3	CN037_HUMAN	C14orf37
Q8WXQ3	CN183_HUMAN	LINC01599
P09543	CN37_HUMAN	CNP
Q8NA66	CNBD1_HUMAN	CNBD1
Q9NSA3	CNBP1_HUMAN	CTNNBIP1
P42695	CNDD3_HUMAN	NCAPD3
O95476	CNEP1_HUMAN	CTDNEP1
Q8IZM0	CNG1O_HUMAN	
Q16280	CNGA2_HUMAN	CNGA2
Q9P003	CNIH4_HUMAN	CNIH4
Q8WXI2	CNKR2_HUMAN	CNKSR2
Q99439	CNN2_HUMAN	CNN2
Q8NE01	CNNM3_HUMAN	CNNM3
O75175	CNOT3_HUMAN	CNOT3
Q9BV87	CNPD1_HUMAN	CNPPD1
P21554	CNR1_HUMAN	CNR1
Q8N910	CO056_HUMAN	C15orf56
A6NNL5	CO061_HUMAN	C15orf61
P02462	CO4A1_HUMAN	COL4A1
P08572	CO4A2_HUMAN	COL4A2
Q01955	CO4A3_HUMAN	COL4A3
Q9NYJ1	COA4_HUMAN	COA4
Q5JTJ3	COA6_HUMAN	COA6
P55201	BRPF1_HUMAN	BRPF1
Q9NSI6	BRWD1_HUMAN	BRWD1
Q96G97	BSCL2_HUMAN	BSCL2
Q075Z2	BSPH1_HUMAN	BSPH1
Q5W0U4	BSPRY_HUMAN	BSPRY
Q13410	BT1A1_HUMAN	BTN1A1
Q96Q07	BTBD9_HUMAN	BTBD9
A6QL63	BTBDB_HUMAN	BTBD11
O43683	BUB1_HUMAN	BUB1
Q13111	CAF1A_HUMAN	CHAF1A
O75493	CAH11_HUMAN	CA11
O43570	CAH12_HUMAN	CA12
Q9ULX7	CAH14_HUMAN	CA14
P22676	CALB2_HUMAN	CALB2
P10092	CALCB_HUMAN	CALCB
P40123	CAP2_HUMAN	CAP2
Q6IMN6	CAPR2_HUMAN	CAPRIN2
Q86UW7	CAPS2_HUMAN	CADPS2
Q9BWT7	CAR10_HUMAN	CARD10
Q9BXL7	CAR11_HUMAN	CARD11
P05814	CASB_HUMAN	CSN2
P51878	CASP5_HUMAN	CASP5
P55210	CASP7_HUMAN	CASP7
Q14790	CASP8_HUMAN	CASP8
O14958	CASQ2_HUMAN	CASQ2
Q9NQ75	CASS4_HUMAN	CASS4
Q8WTX7	CAST1_HUMAN	CASTOR1
P14091	CATE_HUMAN	CTSE
P43235	CATK_HUMAN	CTSK
O60911	CATL2_HUMAN	CTSV
P25774	CATS_HUMAN	CTSS
P51636	CAV2_HUMAN	CAV2
Q580R0	CB027_HUMAN	C2orf27A; C2orf27B
Q96LS8	CB048_HUMAN	C2orf48
Q8N5S3	CB073_HUMAN	C2orf73
A6NN90	CB081_HUMAN	C2orf81
Q6ZV80	CB091_HUMAN	C2orf91
Q8N7E2	CBLL2_HUMAN	CBLL2
Q8IUK8	CBLN2_HUMAN	CBLN2
P22681	CBL_HUMAN	CBL
P48052	CBPA2_HUMAN	CPA2
P15086	CBPB1_HUMAN	CPB1
Q96IY4	CBPB2_HUMAN	CPB2
Q5T9S5	CCD18_HUMAN	CCDC18
Q8N5R6	CCD33_HUMAN	CCDC33
Q502W7	CCD38_HUMAN	CCDC38
Q9UFE4	CCD39_HUMAN	CCDC39
Q9H2F9	CCD68_HUMAN	CCDC68
A6NI79	CCD69_HUMAN	CCDC69
Q8N4S0	CCD82_HUMAN	CCDC82
Q9NVE4	CCD87_HUMAN	CCDC87
P62955	CCG7_HUMAN	CACNG7
P06307	CCKN_HUMAN	CCK
Q99616	CCL13_HUMAN	CCL13
P24385	CCND1_HUMAN	CCND1
P24864	CCNE1_HUMAN	CCNE1
P51959	CCNG1_HUMAN	CCNG1
P22674	CCNO_HUMAN	CCNO
P0C7X3	CCYL3_HUMAN	CCNYL3
P86790	CCZ1B_HUMAN	CCZ1B
Q8IY42	CD019_HUMAN	C4orf19
Q6V702	CD022_HUMAN	C4orf22
Q96KX1	CD036_HUMAN	C4orf36
A7E2U8	CD047_HUMAN	C4orf47
C9J302	CD051_HUMAN	C4orf51
Q8N6V4	CJ053_HUMAN	C10orf53
Q8IYJ2	CJ067_HUMAN	C10orf67
Q9H8K7	CJ088_HUMAN	C10orf88
Q5T1B1	CJ091_HUMAN	C10orf91
Q8N326	CJ111_HUMAN	C10orf111
P33552	CKS2_HUMAN	CKS2
Q5K131	CLLU1_HUMAN	CLLU1
Q6UXZ3	CLM4_HUMAN	CD300LD
Q9UGN4	CLM8_HUMAN	CD300A
Q13286	CLN3_HUMAN	CLN3
Q9NWW5	CLN6_HUMAN	CLN6
O76031	CLPX_HUMAN	CLPX
Q8IUQ0	CLVS1_HUMAN	CLVS1
A0A1B0GVH6	CM042_HUMAN	C13orf42
O75746	CMC1_HUMAN	SLC25A12
Q8N769	CN178_HUMAN	C14orf178
Q15003	CND2_HUMAN	NCAPH
Q9UKZ1	CNO11_HUMAN	CNOT11
A5YKK6	CNOT1_HUMAN	CNOT1
Q9UIV1	CNOT7_HUMAN	CNOT7
Q8N129	CNPY4_HUMAN	CNPY4
Q2T9L4	CO059_HUMAN	C15orf59
A8K5M9	CO062_HUMAN	C15orf62
P02461	CO3A1_HUMAN	COL3A1
P05997	CO5A2_HUMAN	COL5A2
P12109	CO6A1_HUMAN	COL6A1
A6NMZ7	CO6A6_HUMAN	COL6A6
P13671	CO6_HUMAN	C6
Q86Y22	CONA1_HUMAN	COL23A1
Q9BXS0	COPA1_HUMAN	COL25A1
P53621	COPA_HUMAN	COPA
P53618	COPB_HUMAN	COPB1
Q9Y5Q5	CORIN_HUMAN	CORIN
P09669	COX6C_HUMAN	COX6C
P10176	COX8A_HUMAN	COX8A
Q8WTQ4	CP078_HUMAN	C16orf78
P05177	CP1A2_HUMAN	CYP1A2
Q6V0L0	CP26C_HUMAN	CYP26C1
O15528	CP27B_HUMAN	CYP27B1
P20853	CP2A7_HUMAN	CYP2A7
P20813	CP2B6_HUMAN	CYP2B6
P11712	CP2C9_HUMAN	CYP2C9
P24903	CP2F1_HUMAN	CYP2F1
Q02928	CP4AB_HUMAN	CYP4A11
Q6ZWL3	CP4V2_HUMAN	CYP4V2
Q86W10	CP4Z1_HUMAN	CYP4Z1
P22680	CP7A1_HUMAN	CYP7A1
Q8NE35	CPEB3_HUMAN	CPEB3
A0PJX0	CIB4_HUMAN	CIB4
Q8IUL8	CILP2_HUMAN	CILP2
Q9NPC3	CIP1_HUMAN	CCNB1IP1
Q8TCG1	CIP2A_HUMAN	CIP2A
Q15642	CIP4_HUMAN	TRIP10
Q9C0C6	CIPC_HUMAN	CIPC
Q9H5F2	CK001_HUMAN	C11orf1
Q8WZ69	CK040_HUMAN	C11orf40
Q8TAV5	CK045_HUMAN	C11orf45
Q8IXP5	CK053_HUMAN	C11orf53
A0A1B0GVM6	CK097_HUMAN	C11orf97
Q8WWK9	CKAP2_HUMAN	CKAP2
Q96MX0	CKLF3_HUMAN	CMTM3
Q9NX76	CKLF6_HUMAN	CMTM6
Q9NQ89	CL004_HUMAN	C12orf4
Q6X4T0	CL054_HUMAN	C12orf54
P0DPE3	CL081_HUMAN	C12orf81
Q2HXU8	CL12B_HUMAN	CLEC12B
Q8NCF0	CL18C_HUMAN	CLEC18C
Q8N2M8	CLASR_HUMAN	CLASRP
Q8N7P3	CLD22_HUMAN	CLDN22
O95471	CLD7_HUMAN	CLDN7
O95484	CLD9_HUMAN	CLDN9
Q8NHS1	CLDN2_HUMAN	CLDND2
Q96NY7	CLIC6_HUMAN	CLIC6
Q96DZ5	CLIP3_HUMAN	CLIP3
P49760	CLK2_HUMAN	CLK2
Q496F6	CLM2_HUMAN	CD300E
Q9H6B4	CLMP_HUMAN	CLMP
Q96KA5	CLP1L_HUMAN	CLPTM1L
Q9HAW4	CLSPN_HUMAN	CLSPN
P10909	CLUS_HUMAN	CLU
Q8IVM7	CM029_HUMAN	LINC00346
Q9BQ75	CMS1_HUMAN	CMSS1
Q86VU5	CMTD1_HUMAN	COMTD1
Q8N1G2	CMTR1_HUMAN	CMTR1
Q86U37	CN023_HUMAN	LINC01551
Q9NPU4	CN132_HUMAN	C14orf132
P62633	CNBP_HUMAN	CNBP
Q9BPX3	CND3_HUMAN	NCAPG
Q8TBE1	CNIH3_HUMAN	CNIH3
G9CGD6	CNIPF_HUMAN	CNK3/IPCEF1
P51911	CNN1_HUMAN	CNN1
Q15417	CNN3_HUMAN	CNN3
Q96LI5	CNO6L_HUMAN	CNOT6L
Q9NZN8	CNOT2_HUMAN	CNOT2
Q8N815	CNTD1_HUMAN	CNTD1
Q9Y2V0	CO041_HUMAN	C15orf41
Q5SY13	COAS1_HUMAN	COL5A1-AS1
Q13057	COASY_HUMAN	COASY
P13942	COBA2_HUMAN	COL11A2
Q53SF7	COBL1_HUMAN	COBLL1
O75128	COBL_HUMAN	COBL
Q5TAT6	CODA1_HUMAN	COL13A1
Q9UH73	COE1_HUMAN	EBF1
Q9H4W6	COE3_HUMAN	EBF3
P23528	COF1_HUMAN	CFL1
Q14746	COG2_HUMAN	COG2
Q9UP83	COG5_HUMAN	COG5
P83436	COG7_HUMAN	COG7
Q8NFW1	COMA1_HUMAN	COL22A1
Q9UBI1	COMD3_HUMAN	COMMD3
Q9GZQ3	COMD5_HUMAN	COMMD5
Q9H078	CLPB_HUMAN	CLPB
Q16740	CLPP_HUMAN	CLPP
Q9Y271	CLTR1_HUMAN	CYSLTR1
Q96AJ1	CLUA1_HUMAN	CLUAP1
Q8N0X4	CLYBL_HUMAN	CLYBL
Q9Y471	CMAH_HUMAN	CMAHP
Q96DG6	CMBL_HUMAN	CMBL
Q9NWQ9	CN119_HUMAN	C14orf119
Q86U02	CN165_HUMAN	LINC00596
Q6IBW4	CNDH2_HUMAN	NCAPH2
Q96KN2	CNDP1_HUMAN	CNDP1
Q96KP4	CNDP2_HUMAN	CNDP2
Q9BYD5	CNFN_HUMAN	CNFN
Q16281	CNGA3_HUMAN	CNGA3
Q9NQW8	CNGB3_HUMAN	CNGB3
O95406	CNIH1_HUMAN	CNIH1
Q9NRU3	CNNM1_HUMAN	CNNM1
Q6P4Q7	CNNM4_HUMAN	CNNM4
Q9H8S5	CNTD2_HUMAN	CNTD2
P26441	CNTF_HUMAN	CNTF
Q8IWV2	CNTN4_HUMAN	CNTN4
Q9BZ76	CNTP3_HUMAN	CNTNAP3
Q8N137	CNTRB_HUMAN	CNTROB
Q9H2U6	CO005_HUMAN	LINC00597
P08123	CO1A2_HUMAN	COL1A2
P12111	CO6A3_HUMAN	COL6A3
P07357	CO8A_HUMAN	C8A
Q14055	CO9A2_HUMAN	COL9A2
Q9GZY4	COA1_HUMAN	COA1
Q96BR5	COA7_HUMAN	COA7
Q96CD2	COAC_HUMAN	PPCDC
Q96MW5	COG8_HUMAN	COG8
Q14993	COJA1_HUMAN	COL19A1
A8K830	COLC2_HUMAN	COLCA2
A2RUU4	COLL1_HUMAN	CLPSL1
Q9H0A8	COMD4_HUMAN	COMMD4
Q7Z4G1	COMD6_HUMAN	COMMD6
Q9Y6G5	COMDA_HUMAN	COMMD10
P21964	COMT_HUMAN	COMT
P35606	COPB2_HUMAN	COPB2
